CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-0.32603716763107765,-0.9032180703480819,-1.0964760082582137,0.29444244987290336,-1.0408757010704721,-1.2270455781884284,-0.9114651581426821,0.645993994292156,0.9713390300206446,0.011685095967296772,1
-0.43988141887441895,0.3015170480378408,-1.0964760082582137,0.19908008608237332,-1.3867094358412462,0.11647276479311314,-0.9114651581426821,-1.5480020075043328,0.9713390300206446,0.20750558101200517,0
-1.5369260217647986,-0.9032180703480819,-1.0964760082582137,0.29444244987290336,1.0341267075541731,1.3324663035742998,2.5245891221365757,0.645993994292156,-1.0295066594603395,0.23180431114790756,1
0.5019210232295863,-0.9032180703480819,-1.0964760082582137,0.008355358501313224,-1.3867094358412462,-1.2270455781884284,0.8065619819969468,-1.5480020075043328,-1.0295066594603395,-0.11990773246544291,0
2.0646921084790892,0.3015170480378408,-1.0964760082582137,0.38980481366343345,-1.0408757010704721,0.7850101993085096,-0.9114651581426821,0.645993994292156,0.9713390300206446,-0.3778107828764925,0
-0.05695075560136189,0.3015170480378408,0.9120126591629955,0.4851671774539635,1.0341267075541731,0.5965659189930147,0.8065619819969468,0.645993994292156,-1.0295066594603395,0.8585225804953605,1
1.774906741677857,-0.9032180703480819,0.9120126591629955,1.0573413601971438,0.6882929727833988,-1.2270455781884284,0.8065619819969468,0.645993994292156,0.9713390300206446,-1.5852564393096948,0
-2.8409601723703446,1.5062521664237634,-1.0964760082582137,-0.9452682794039873,-0.3492082315289237,0.6172612146377843,4.242616262276205,0.645993994292156,-1.0295066594603395,0.3265387270128548,1
-1.547275499150557,-0.9032180703480819,0.9120126591629955,0.4851671774539635,-0.3492082315289237,1.0501658693435212,0.8065619819969468,-1.5480020075043328,0.9713390300206446,-0.4502981428942931,0
0.3466788624432118,-0.9032180703480819,0.9120126591629955,-1.1359930069850475,-1.0408757010704721,0.930780451690944,-0.9114651581426821,0.645993994292156,0.9713390300206446,-0.5065367253743648,0
-1.2678396097350828,-0.9032180703480819,0.9120126591629955,-0.7545435518229272,0.3424592380126247,0.4083778130163093,0.8065619819969468,-1.5480020075043328,-1.0295066594603395,-0.3586197210735369,0
